Year,Round,Paper,Score,Rank,Category,Offers
2025,Round 5,CS,784,424,GEN,iit gn cse
2025,Round 5,CS,781,435,OBC,"IIT DELHI CSE, IIT HYD CSE, IIT KANPUR CSE (Retained R4)"
2025,Round 5,CS,780,444,OBC,"IIT Kanpur ( retained from R4), IIT Hyderabad"
2025,Round 5,CS,777,460,GEN,"Iit guwahati robotics and ai ( from round 4), Iit bhu iot"
2025,Round 5,CS,770,504,GEN,IIT B EE1
2025,Round 5,CS,770,504,GEN,"IIT INDORE CSE TA, IIT GUWAHATI ROBOTICS AND AI"
2025,Round 5,CS,761,574,GEN,IIT Gandhinagar AI
2025,Round 5,CS,761,574,EWS,"IIT BHU CSE-IOT, IIT KGP AI, IIT GANDHINAGAR CSE, IIT BOMBAY CONTROL AND COMPUTING TA"
2025,Round 5,CS,756,622,EWS,IIT GUWAHATI Robotics and AI
2025,Round 5,CS,756,622,OBC,"IIT kgp cse, IIT Guwahati cse , IIT Roorkee data science"
2025,Round 5,CS,756,622,EWS,IIT Indore CSE
2025,Round 5,CS,756,622,OBC,"IIT Kharagpur Mtech CSE , IIT Guwahati Mtech CSE"
2025,Round 5,CS,747,692,GEN,IIT Jodhpur CSE TA
2025,Round 5,CS,744,724,OBC,IIT Delhi cybersecurity
2025,Round 5,CS,744,724,OBC,"IITKGP - AI (retained r4), IIT BHU - AI"
2025,Round 5,CS,741,761,OBC,"IIT Indore CSE , IIT BHU CSE - IOT, IIT KGP AI"
2025,Round 5,CS,741,761,OBC,"IIT Gandhinagar Mtech AI, IIT Bombay MS CSE TA, IIT Kharagpur Mtech AI, IIT BHU Mtech CSE (IOT)"
2025,Round 5,CS,731,871,OBC,IIT Roorkee Applied Mathematics and Scientific Computing
2025,Round 5,CS,731,871,OBC,"Iit d computer tech , Iit d cyber security , Iit d robotics , Iit g robotics and ai"
2025,Round 5,CS,727,932,EWS,Gandhinagar AI
2025,Round 5,CS,718,1061,EWS,IIT Ropar CSE
2025,Round 5,CS,718,1033,EWS,IITP (Retained from previous round)
2025,Round 5,CS,718,1061,GEN,IIT Bhubaneswar CSE ( retained from R4)
2025,Round 5,CS,711,1121,OBC,IIT Mandi CSE
2025,Round 5,CS,706,1197,OBC,"IIT PATNA CSE, IIT PATNA CSE"
2025,Round 5,CS,702,1252,GEN,IIT Tirupati MTech CSE
2025,Round 5,CS,697,1325,GEN,IIT Kanpur CGS
2025,Round 5,CS,689,1414,OBC,"IIT Jammu TA, IIT Hyderabad Smart Mobility, IIT Patna AI"
2025,Round 5,CS,688,1445,EWS,"IIT Jammu CSE , IIT Dhanbad ai&ds"
2025,Round 5,CS,664,1814,OBC,MTECH RA IIT HYDERABAD
2025,Round 5,CS,658,1916,EWS,IIT Jammu CSE TA
2025,Round 5,CS,656,1951,OBC,IIT Kgp Quality and Reliability engineering
2025,Round 5,CS,656,1951,GEN,IIT BHILAI DSAI
2025,Round 5,CS,655,1992,OBC,"IIT dharwad CSE, IIT dharwad CSE and IIT tirupati CSE, IIT tirupati CSE, IIT tirupati CSE and IIT palakkad DS"
2025,Round 5,CS,651,2063,EWS,IIT Dharwad CSE TA
2025,Round 5,CS,648,2098,OBC,IIT JAMMU MTech CSE
2025,Round 5,CS,635,2353,OBC,"Nope, Nope, Nope"
2025,Round 5,CS,628,2498,GEN,IIT Jodhpur Quantum Tech
2025,Round 5,CS,535,5393,SC,IIT DHANBAD Data Analytics
2025,Round 5,CS,467,7199,ST,"IIT Delhi CTech, IIT Delhi CTech, IIT Delhi CTech, IIT gandhinagar CSE"
2025,Round 5,CS,74,761,OBC,IIT KGP artificial intelligence
2025,Round 5,DA,741,176,GEN,"IIT Patna , IIT patna (retain), IIT Patna (reject)"
2025,Round 5,DA,690,293,OBC,IIT Gandhinagar AI
2025,Round 5,DA,608,663,OBC,Iit bhilai dsai
2025,Round 5,DA,588,997,OBC,IIT PALAKKAD DSAI
2025,Round 6,CS,931,29,GEN,IIT MADRAS
2025,Round 6,CS,833,215,GEN,IIT DELHI MTECH CSE TA
2025,Round 6,CS,800,342,GEN,"IIT KHARAGPUR AI, IIT HYDERABAD CSE"
2025,Round 6,CS,797,351,GEN,"IIT Kharagpur - AI, IIT Guwahati - CSE, IIT Roorkee - CSE, IIT Delhi - CTech"
2025,Round 6,CS,784,424,GEN,IIT DELHI CYBERSECURITY
2025,Round 6,CS,777,460,GEN,"Iit bhu cse and ai, Iit hydrabad NIS , Iit delhi cyber security"
2025,Round 6,CS,777,460,EWS,"IIT H AI , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil , Nil"
2025,Round 6,CS,772,486,GEN,IIT BHU - IOT
2025,Round 6,CS,764,561,EWS,"IIT Guwahati CSE , IIT Kharagpur CSE , IIT BHU CSE -AI"
2025,Round 6,CS,761,574,GEN,"iit guwahati robotics & ai, iit gandhinagar cs"
2025,Round 6,CS,756,622,EWS,IIT bombay control and computing
2025,Round 6,CS,754,648,GEN,IIT Roorkee mnc
2025,Round 6,CS,747,692,GEN,IIT Jodhpur AI
2025,Round 6,CS,744,724,OBC,"IIT KGP CSE, IIT G CSE, IITR DS"
2025,Round 6,CS,744,724,OBC,"IIT Kgp CSE, IIT Hyd CSE, IIT Guwahati CSE, IIT Roorkee AI, IIT Guwahati DS"
2025,Round 6,CS,741,761,GEN,"IIT Gandhinagar AI, IIT Bombay Solid State Devices"
2025,Round 6,CS,741,761,OBC,"IIT KGP CSE TA, IIT G CSE TA"
2025,Round 6,CS,741,761,OBC,"IIT KGP CSE, IIT Guwahati CSE, IIT BHU CSE-AI , IIT Roorkee AI"
2025,Round 6,CS,731,871,OBC,"IIT Delhi Cyber Security, IIT BHU CSE-IOT"
2025,Round 6,CS,731,871,OBC,IIT Indore Cse
2025,Round 6,CS,727,932,EWS,IIT Jodhpur AI
2025,Round 6,CS,724,959,OBC,C.tech iitD
2025,Round 6,CS,722,983,OBC,IIT guwahati robotics and ai.
2025,Round 6,CS,721,1008,GEN,IIT ISM DHANBAD ARTIFICIAL INTELLIGENCE AND DATA SCIENCE
2025,Round 6,CS,718,1033,OBC,IIT G Robotics and AI
2025,Round 6,CS,718,1033,EWS,IIT Dhanbad Cs
2025,Round 6,CS,711,1121,OBC,IIT Gandhinagar M.Tech CSE
2025,Round 6,CS,706,1197,GEN,IIT Bhubaneswar AI
2025,Round 6,CS,706,1197,OBC,"IIT PATNA CSE RETAIN, IIT PATNA CSE REJECTED"
2025,Round 6,CS,702,1252,GEN,M.Tech AI IIT BBS
2025,Round 6,CS,702,1252,GEN,IIT Bhubneshwar AI
2025,Round 6,CS,691,1396,OBC,IIT ropar cse
2025,Round 6,CS,689,1414,OBC,"IIT BBS CS, IIT ROPAR CS"
2025,Round 6,CS,684,1501,OBC,IIT Gandhinagar Ai
2025,Round 6,CS,681,1521,OBC,IIT GN-AI
2025,Round 6,CS,678,1572,EWS,"IIT Patna AI, ISM Dhanbad AI, IIT Bhubaneswar AI"
2025,Round 6,CS,656,1951,GEN,"IIT BHILAI CSE, IIT DHARWAD CSE"
2025,Round 6,CS,655,1992,OBC,"iit dharwad, iit dharwad, iit tirupati CSE, iit tirupati CSE, iit tirupati, IIT ropar AI IIT bbs AI IIT jammu CSE"
2025,Round 6,CS,647,2140,GEN,IIT Dharwad
2025,Round 6,CS,638,2313,GEN,IIT Indore MS CSE
2025,Round 6,CS,628,2498,GEN,"IIT Delhi Telecommunication , IIT Jodhpur Cyber Physical System , IIT Panta MnC"
2025,Round 6,CS,612,2884,OBC,"IIT Dharwad Cse, IIT Bhilai cse"
2025,Round 6,CS,606,3012,OBC,"IIT Patna, MnC"
2025,Round 6,CS,572,3967,SC,"IIT BHU CSE IOT, IIT G R&AI, IIT GANDHINAGAR CSE, IIT BBSR CSE"
2025,Round 6,CS,555,4575,GEN,IIT ropar biomedical engineering
2025,Round 6,CS,552,4711,SC,"IIT Dhanbad AI, IIT Jodhpur AI, IIT Ropar CSE"
2025,Round 6,CS,535,5393,SC,IIT Dhanbad AI
2025,Round 6,CS,502,6152,SC,"Iit jammu , IIT jammu , Iit jammu , Iitb gis"
2025,Round 6,CS,493,7286,SC,IIT ropar
2025,Round 6,CS,493,7826,SC,iit ropar
2025,Round 6,CS,463,9192,SC,Iit jammu
2025,Round 6,CS,463,9192,SC,Iit jammu
2025,Round 6,DA,772,134,GEN,IIT DELHI MINDS
2025,Round 6,DA,741,176,GEN,"IIT patna (retain), IIT patna (retain), IIT patna (reject), IIT gandhinagar AI"
2025,Round 6,DA,706,251,OBC,IIT Ropar AI
2025,Round 6,DA,675,340,OBC,IIT GN AI
2025,Round 6,DA,656,488,OBC,"IIT Roorkee M.Tech in Apllied Mathematics ans Scientific Computing, IIT Ropar M.Tech in AI"
2025,Round 6,DA,620,602,GEN,IIT PALAKKAD MTECH AI
2025,Round 6,DA,585,877,GEN,IIT palakkad DS TA
2025,Round 6,DA,573,986,SC,"IIT Roorkee AI, IIT Guwahati Robotics and AI"
2024,Round 1,CS,986,6,OBC,"IISC Bangalore CSA, IIT Bombay CSE TA, IIT Delhi CSE TA"
2024,Round 1,CS,979,10,GEN,"IISC BANGLORE CSA, IIT B CSE TA, IIT MADRAS"
2024,Round 1,CS,965,14,GEN,"IIT Bombay CSE TA, IISc Bangalore CSA"
2024,Round 1,CS,921,31,GEN,"IIT Bombay MTech CSE TA, IISc MTech CSE, IIT Delhi CSE TA, IIT Madras MTech CSE"
2024,Round 1,CS,921,32,GEN,"Iisc csa (first preference), iitm, iitb, iitk, iith (did not apply anywhere else), Iisc freeze"
2024,Round 1,CS,914,34,GEN,"IIT Bombay CSE TA, IISC Bangalore CSA"
2024,Round 1,CS,914,35,GEN,"IIT Bombay CSE TA, IISc CSA TA, IIT Madras CSE TA, IIT Delhi CSE TA, IIT Kanpur CSE TA, IIT Kharagpur CSE TA"
2024,Round 1,CS,903,44,GEN,"IISC CSA TA, IIT Bombay System Control TA, IIT Madras Industrial Mathematics and Scientific Computing (HTTA)"
2024,Round 1,CS,896,51,EWS,"IIT BOMBAY CSE TA , IISC BANGALORE CSA , IIT MADRAS CSE HTTA , IIT DELHI CSE"
2024,Round 1,CS,888,67,GEN,IIT Kanpur CSE TA
2024,Round 1,CS,870,88,EWS,IISc CSA
2024,Round 1,CS,863,99,EWS,"IISc Banglore CSA ,IIT Kanpur CSE (TA)"
2024,Round 1,CS,863,102,GEN,IIT Kharagpur CSE TA
2024,Round 1,CS,859,107,EWS,"IISC CSA TA, IIT KHARAGPUR CSE TA, IIT KANPUR CSE TA"
2024,Round 1,CS,856,111,OBC,"IITB TA,, IISC , Iitm, Iitk"
2024,Round 1,CS,855,112,GEN,"IITB Cminds RA, IIT Kgp CSE, IIT Delhi Robotics, IIT Delhi Cyber security"
2024,Round 1,CS,852,118,GEN,"IIT Kharagpur CSE, IIT Roorkee AI"
2024,Round 1,CS,844,141,OBC,"IIT Bombay CSE TA, IIT Madras CSE (HTTA), IIT Delhi CSE , IIT Kanpur CSE, IIT KGP CSE"
2024,Round 1,CS,841,144,OBC,"IIT Bombay CSE TA, IISc CSE , IIT Madras CSE (HTTA)"
2024,Round 1,CS,841,148,GEN,"IIT Bombay Systems and Control TA, IIT Guwahati CS, IIT Roorkee AI, IIT Kharagpur Operations Research and Data Analytics , IIT Madras Clinical HTTA, IIT Delhi Cyber security"
2024,Round 1,CS,841,148,OBC,"IIT Bombay MTech CSE TA, IISc MTech CSA, IIT Madras MTech CSE, IIT Delhi MTech CSE, IIT Kharagpur MTech CSE, IIT Roorkee MTech CSE"
2024,Round 1,CS,838,151,GEN,"IIT Guwahati CSE TA, IIT Roorkee AI"
2024,Round 1,CS,838,151,OBC,"IISC CSA, IIT Bombay CSE TA, IIT Madras CSE TA, IIT Delhi CSE TA"
2024,Round 1,CS,834,161,OBC,"IITB CSE TA, IIT D, IIT KGP, IIT K, IIT R, IIT Guwahatti"
2024,Round 1,CS,834,161,EWS,"IIT KANPUR TA, IIT KGP TA, IIT GUWAHATI TA"
2024,Round 1,CS,833,166,GEN,"IITG CSE, IIT roorkee applied maths, IITKgp operations"
2024,Round 1,CS,833,166,GEN,IIT Guwahati CSE
2024,Round 1,CS,833,166,GEN,IIT Guwahati CSE TA
2024,Round 1,CS,827,185,OBC,"IIT Bombay CSE TA, IISc CSE TA, IIT Delhi CSE TA"
2024,Round 1,CS,827,185,OBC,"IISC CSA, IIT Bombay CSE TA, IIT Kanpur CSE, IIT KGP CSE"
2024,Round 1,CS,819,210,OBC,"IISc Bangalore CSA TA, IIT Kanpur CSE TA, IIT Kharagpur CSE TA, IIT Guwahati CSE TA, IIT Hyderabad CSE TA"
2024,Round 1,CS,816,216,OBC,"IISC Bangalore CSE, IIT Kanpur CSE, IIT Roorkee CSE, IIT Guwahati CSE, IIT Hyderabad Network and Security"
2024,Round 1,CS,816,216,OBC,"IISc Bangalore CSA, IIT Kanpur CS, IIT Hyderabad Network and Information Security"
2024,Round 1,CS,816,216,OBC,"IIT Guwahati CSE TA, IIT Kharagpur CSE TA"
2024,Round 1,CS,811,236,EWS,"Kgp,Guwahati , Kanpur, Roorke, Kanpur(Repeat)"
2024,Round 1,CS,808,253,GEN,"IIT Mandi CSE, IIT Hyd Smart Mobility, IIT Gandhinagar AI, IIT Jodhpur AI, IIT KGP IE&M"
2024,Round 1,CS,808,253,OBC,"IISC BANGLORE CSE(Retain and wait for round 2), IIT KANPUR CSE, IIT KHARAGPUR CSE, IIT GUWAHATI CSE"
2024,Round 1,CS,805,260,OBC,"IISC CSA, IIT Kanpur CSE TA, IIT Guwahati CSE TA"
2024,Round 1,CS,805,260,OBC,"IISC Bangalore CSA, IIT Kanpur CSE TA, IIT Guwahati CSE TA"
2024,Round 1,CS,805,260,OBC,"IITK CSE, IIT G CSE , IIT G AI, IIT R CSE , IIT MANDI , IIT R AI, IIT R DS"
2024,Round 1,CS,804,267,GEN,"IIT Roorkee Maths and Computation, IIT Indore CSE"
2024,Round 1,CS,804,267,GEN,IIT Madras clnical engineering
2024,Round 1,CS,804,267,OBC,"IIT Guwahati , IIT Kharagpur"
2024,Round 1,CS,800,280,EWS,IIT Guwahati
2024,Round 1,CS,800,280,OBC,"IIT guwhathi cse ta, IIT kharaghpur cse ta"
2024,Round 1,CS,798,288,OBC,"IIT Guwahati Mtech CSE , IIT kharagpur CSE , IIT Roorkee Mtech data science"
2024,Round 1,CS,798,288,OBC,IISc AI
2024,Round 1,CS,797,300,EWS,"IIT BOMBAY INDUSTRIAL ENGINEERING AND OPERATIONS RESEARCH , IIT ROORKEE MATHEMATICS AND SCIENTIFIC COMPUTING , IIT KGP INDUSTRIAL ENGINEERING AND MANAGEMENT , IIT MADRAS BIOMEDICAL ENGINEERING"
2024,Round 1,CS,797,300,EWS,"IIT Roorkee MnC TA, IIT Madras Bio Medical TA, IIT Guwahati Robotics and AI TA, IIT Kharagpur Quality and System TA"
2024,Round 1,CS,789,325,OBC,"Iisc robotics and autonomous systems , IIT guwahati CSE, IIT Kharagpur CSE, IIT Delhi cyber security"
2024,Round 1,CS,784,349,GEN,IIT Kharagpur Quality and Reliability Engineering
2024,Round 1,CS,784,349,GEN,"IIT BHU AI, IIT Indore CSE"
2024,Round 1,CS,778,370,OBC,IIT BHU
2024,Round 1,CS,778,370,GEN,IIT ISM Dhanbad
2024,Round 1,CS,778,370,GEN,IIT BHU IOT TA
2024,Round 1,CS,776,379,EWS,"IIT KGP, Quality and Reliability Engineering"
2024,Round 1,CS,775,385,EWS,IIT Jodhpur Mtech AI
2024,Round 1,CS,771,404,GEN,"IISc CSE(WQ), Iit ISM dhanbad CSE, Iit mandi CSE, Iit ropar cse"
2024,Round 1,CS,767,422,SC,"IITB CSE, IISC CSA , IIT Madras CSE"
2024,Round 1,CS,760,468,GEN,"IIT ISM Dhanbad CSE, IIT Madras Manufacturing engineering"
2024,Round 1,CS,760,468,EWS,"IIT Indore CSE, ISM dhanbad cse"
2024,Round 1,CS,758,482,GEN,"IISC Bangalore Robotics & Automation, IIT KGP Quality & Reliability"
2024,Round 1,CS,756,494,OBC,"IIT ISM DHANWAD, IIT BHU"
2024,Round 1,CS,756,494,OBC,"IIT Indore CSE TA, IIT BHU CSE-AI TA, IIT Kharagpur Embedded Controls and Software TA, IIT Delhi Cyber Security TA"
2024,Round 1,CS,753,515,OBC,IIT Delhi cyber security
2024,Round 1,CS,751,531,OBC,"IIT Jodhpur CSE TA, IIT Jodhpur AI TA"
2024,Round 1,CS,751,531,GEN,IIT Bhubaneswar AI
2024,Round 1,CS,751,531,GEN,"IIT Patna AI, IIT Patna M&C, IIT Delhi Telecom Tech Mngmt"
2024,Round 1,CS,747,554,GEN,"IIT D Telecom, IIT Tirupati CSE"
2024,Round 1,CS,747,554,EWS,IIT ISM Dhanbad CSE
2024,Round 1,CS,745,565,OBC,"IIT Kharagpur Embedded controls and software , IIT Madrad Clinical Engineering (HTTA)"
2024,Round 1,CS,744,577,EWS,IISc CDS
2024,Round 1,CS,744,577,OBC,IIT Gandhinagar TA
2024,Round 1,CS,744,577,EWS,"IIT DHANBAD CSE, IIT KGP BIOMEDICAL"
2024,Round 1,CS,744,577,OBC,IIT BHU CSE IOT
2024,Round 1,CS,738,618,EWS,"IIT HYDERABAD MTECH SMART MOBILITY, IIT JODHPUR MTECH CSE, IIT BHUWANESHWAR MTECH CSE"
2024,Round 1,CS,736,629,OBC,IIT Bhu iot
2024,Round 1,CS,731,N/A,OBC,Kgp- Q&R Engg
2024,Round 1,CS,731,677,EWS,IIT Madras MS (HTRA) CSE
2024,Round 1,CS,731,677,OBC,IIT KGP ( safety engineering and analytics)
2024,Round 1,CS,726,722,OBC,"IIT Ropar CSE TA, IIT Mandi CSE TA"
2024,Round 1,CS,718,776,OBC,"Iit patna mtech cse , Iit Dhanbad mtech cs , Iit bhubaneshwar mtech cse , Iit mandi mtech cse"
2024,Round 1,CS,716,793,OBC,IIT Kharagpur Quality and Reliability Engineering
2024,Round 1,CS,715,810,OBC,IIT(ISM) Dhanbad CSE
2024,Round 1,CS,711,847,OBC,"IIT ROPAR AI TA, IIT ISM DHANBAD CSE TA, IIT MANDI CSE TA"
2024,Round 1,CS,709,863,OBC,"IIT Dhanbad CSE TA, IIT Madras clinical engineering HTTA, IIT Kharagpur Quality and reliability engineering"
2024,Round 1,CS,709,863,OBC,"IIT DHANBAD CSE, IIT PATNA CSE, IIT BHUBANESWAR AI"
2024,Round 1,CS,708,882,OBC,"IIT Patna mtech CSE, IIT Patna mtech AI, IIT Patna Mathematics and computing, IIT ISM mtech CSE"
2024,Round 1,CS,704,911,OBC,IIT Kanpur robotics and Automation
2024,Round 1,CS,701,922,OBC,IIT Delhi Telecommunication Technology Management
2024,Round 1,CS,698,957,GEN,IIT Jammu CSE
2024,Round 1,CS,697,971,GEN,IIT DHARWAD CSE TA
2024,Round 1,CS,690,1015,OBC,IIT tirupati CSE
2024,Round 1,CS,690,1043,SC,"IIT Bhuvaneshwar, IIT KGP CSE, IIT Madras CSE"
2024,Round 1,CS,683,1109,GEN,Iit patana mnc
2024,Round 1,CS,682,1131,EWS,IIT Kanpur Cognitive Systems
2024,Round 1,CS,679,1150,GEN,IIT Dharwad CSE TA
2024,Round 1,CS,675,1219,GEN,"IIT ISM Dhanbad : Communication and Signal Processing , IIT Patna : Mathematics and Computing"
2024,Round 1,CS,672,1247,GEN,"IIT ISM Dhanbad -Communication & Signal Processing, IIT Patna-Mathematics & Computing"
2024,Round 1,CS,672,1247,OBC,IIT dharwad
2024,Round 1,CS,671,1276,EWS,IIT dharwad cse
2024,Round 1,CS,665,1337,OBC,IIT Jodhpur Cyber Physical Systems
2024,Round 1,CS,665,1337,SC,"IIT Gandhinagar - AI, IISc Bangalore - CSE, IIT Ropar - CSE, IIT Kanpur - CSE, IIT Guwahati - CSE, IIT Roorkee - Applied Mathematics & Scientific Computing, IIT Patna - CSE, IIT Kharagpur - Embedded Controls & Software, IIT Madras - Clinical Engineering, nill"
2024,Round 1,CS,665,1337,OBC,"CMINDS IIT BOMBAY , Mtech IISC Robotics , MTECH cognitive cse"
2024,Round 1,CS,661,1406,OBC,"IIT Jammu CSE 2yr, IIT Jammu CSE 3yr, IIT Dharwad CSE TA"
2024,Round 1,CS,657,1433,GEN,IIT INDORE MS CSE
2024,Round 1,CS,654,1478,SC,IISc CSE
2024,Round 1,CS,654,1478,EWS,IIT KGP (QUALITY AND RELIABILITY ENGINEERING)
2024,Round 1,CS,646,1623,OBC,"IIT Jammu CSE (2yrs), IIT Dharwad CSE"
2024,Round 1,CS,634,623,OBC,"IISC SM M.Tech, IIT Hyderabad Techno Entrepreneurship, IIT kanpur space and astronomy"
2024,Round 1,CS,628,1911,OBC,IIT PATNA MNC
2024,Round 1,CS,624,1937,OBC,IIT Dharwad CSE TA
2024,Round 1,CS,624,1937,EWS,"IIT Jodhpur Ar and Vr, IIT Jodhpur RMS"
2024,Round 1,CS,613,2174,OBC,IIT Bhilai DSAI
2024,Round 1,CS,606,2340,EWS,"IIT Indore MS CSE, IIT Dhanbad Geomatics, IIT Palakkad MTech SOC design"
2024,Round 1,CS,580,2917,ST,IISC BANGLORE CSE TA
2024,Round 1,CS,567,3233,SC,"Smart Manufacturing IISc Bangalore, Industrial Engineering & Management IIT ISM Dhanbad; , Educational Technology(M.Tech TA ) IIT Bombay; , Augmented Reality And Virtual Reality IIT Jodhpur , Computer Science & Engineering IIT Tirupati;, Computer Science and Engineering (M.Tech. TA) IIT Dharwad, Smart Mobility IIT Hyderabad, techno-Entrepreneurship IIT Hyderabad;, Artificial Intelligence IIT Patna, Quality and Reliability Engineering IIT KGP"
2024,Round 1,CS,563,3334,SC,IIT Bhilai CSE
2024,Round 1,CS,556,3534,OBC,IIT Delhi Instrument Technology
2024,Round 1,CS,494,5783,SC,IIT Jammu
2024,Round 1,CS,494,5783,SC,IIT JAMMU
2024,Round 1,CS,481,6409,OBC,"IIT Hyderabad-Medical Device Innovation-TA , IIT Hyderabad-Opthalmic Engineering-TA"
2024,Round 1,CS,462,7485,SC,IIT kanpur flight mechanics
2024,Round 1,DA,882,24,GEN,"IISC Mtech CDS, IIT Madras Mtech DSAI(HTTA), IIT Guwahati Mtech Data Science, IIT Roorkee Mtech Data Science, IIT Kharagpur Mtech Operational Research and Data Analytics"
2024,Round 1,DA,762,124,OBC,IIT Kharagpur TIE
2024,Round 1,DA,758,130,EWS,"IISC mtech CDS, IIT Madras Control and optimization HTTA"
2024,Round 1,DA,748,142,GEN,IIT KGP Earth System and Technology
2024,Round 1,DA,735,179,OBC,IISc MTech AI
2024,Round 1,DA,716,234,OBC,IISc AI
2024,Round 1,DA,703,282,OBC,IIT Bhubaneswar MTech AI
2024,Round 1,DA,703,282,OBC,"IISC signal processing TA, IIT Bhubaneswar AI TA"
2024,Round 1,DA,703,282,OBC,"IISC signal processing TA, IIT Bhubaneswar TA"
2024,Round 1,DA,698,300,OBC,"Iit Patna AI, Iit Tirupati CSE, Iit Goa CSE"
2024,Round 1,DA,693,316,OBC,"IIT Delhi Robotic, IIT BHU SYSTEM ENGINEERING"
2024,Round 1,DA,680,379,OBC,IIT KGP SEA TA
2024,Round 1,DA,652,524,OBC,IIT kharagpur Earth System Science and Technology
2024,Round 1,DA,652,524,EWS,IIT Jammu CSE
2024,Round 1,DA,463,2953,SC,IIT jodhpur
2024,Round 1,DA,459,3054,OBC,IIT jodhpur Materials Engineering TA
2024,Round 1,DA,215,13406,GEN,"-, -, -, -, -, -, -, -, -, -"
2024,Round 1,EC,707,268,EWS,"Iit kanpur R/F, Iit guwahati R/F"
2024,Round 1,EC,658,479,GEN,IISC Bengaluru Signal Processing
2024,Round 1,ME,506,3003,EWS,"IIT Indore m.tech Fluid, IIT Indore MS mechanical"
2024,Round 1,XE,734,83,GEN,"IISC Mechanical engineering , IIT MADRAS Thermal and Fluid NHTTA"
2024,Round 10,CS,753,515,GEN,"IIT HYD CSE, IIT HYD NIS , IIT G DS"
2024,Round 10,CS,729,700,GEN,"IIT Kharagpur operational research and data analytics , NIT Suratkal computational data science"
2024,Round 10,CS,708,882,OBC,"IITGUWAHATI CSE, IITHYD CSE, IITHYD NIS, IITR CSE"
2024,Round 10,CS,704,911,EWS,Iit bhu ai
2024,Round 10,CS,686,1085,GEN,IIT Roorkee MnC
2024,Round 10,CS,686,1085,GEN,IIT ISM DHANBAD
2024,Round 10,CS,683,1109,GEN,Iit ropar cse
2024,Round 10,CS,683,1109,GEN,Iit ropar cse
2024,Round 10,CS,683,1109,GEN,Iit ropar cse
2024,Round 10,CS,672,1247,GEN,"IIT Roorkee MnC, IIT Bhubaneswar AI"
2024,Round 10,CS,646,1623,OBC,"IIT BBS TA, IIT Dhanbad TA"
2024,Round 10,CS,643,1653,OBC,"IIT bbs, IIT Patna"
2024,Round 10,CS,621,2061,EWS,IIT bhubaneswar AI TA
2024,Round 10,CS,617,2140,GEN,IIT Jodhpur Ar Vr
2024,Round 10,CS,602,2416,GEN,IIT jammu (3 year)
2024,Round 10,CS,577,1594,OBC,IIT Bhilai CSE
2024,Round 10,CS,544,3800,OBC,IIT jammu 3 year
2024,Round 10,DA,693,316,OBC,"IIT Guwahati Data science , IIT Hyderabad AI"
2024,Round 12,DA,629,657,OBC,"IIT Patna ai, IIT mandi ai"
2024,Round 2,CS,892,57,GEN,"IIT Delhi CSE (TA), IIT Bombay CSE(TA), IIT Madras CSE (HTTA)"
2024,Round 2,CS,888,64,GEN,"IIT Bombay CSE TA, IIT Delhi CSE TA, IIT Madras HTTA CSE"
2024,Round 2,CS,888,67,GEN,"IIT Bombay CSE TA, IIT Madras CSE TA, IIT Delhi CSE TA, IIT Kanpur CSE TA (Retained from Round 1)"
2024,Round 2,CS,878,77,GEN,"IIT Kanpur CSE TA, IIT Kharagpur CSE TA, IIT Kanpur CSE TA, IIT Bombay CSE TA, IIT Delhi CSE TA, IIT Madras CSE TA"
2024,Round 2,CS,874,82,EWS,"Iit Bombay cse ta Iisc csd ta Iit Madras cs tfa Iit kharagpur cs ta Iit kanpur cs ta, Iit Bombay cse ta Iit Delhi cs ta"
2024,Round 2,CS,863,99,EWS,"IISc Banglore Mtech CSA, IIT Delhi Mtech CSE(TA)"
2024,Round 2,CS,863,99,GEN,"IITD, IIT kanpur, IIT Guwahati"
2024,Round 2,CS,863,102,GEN,"IIT Kanpur CSE TA, IIT Delhi CSE TA , IIT Kharagpur CSE TA"
2024,Round 2,CS,859,107,EWS,"IISC CSA TA(RETAINED), IIT MADRAS CSE TA, IIT DELHI CSE TA"
2024,Round 2,CS,855,112,GEN,"IIT kanpur CSE, IITH CSE, IITH Nis, IITB Cminds TA"
2024,Round 2,CS,852,118,GEN,"IIT Kanpur CSE, IIT Kharagpur CSE"
2024,Round 2,CS,841,144,GEN,"IIT Kanpur CSE TA , IIT Hyderabad NIS TA"
2024,Round 2,CS,838,151,GEN,"IIT Kanpur CSE TA, IIT Guwahati CSE TA(Retained from Round 1), IIT Guwahati Data Science TA"
2024,Round 2,CS,833,166,GEN,"IIT G CSE, IIT G Data Science, IIT Roorkee CSE, IIT D Computer Technology, IIT Kharagpur CSE"
2024,Round 2,CS,833,166,GEN,"IIT Guwahati CSE TA, IIT Guwahati DS TA, IIT Roorkee CSE, IIT Kharagpur CSE"
2024,Round 2,CS,827,185,GEN,"IIT KGP CSE TA, IIT G CSE TA, IIT D Ctech , IIT R AI"
2024,Round 2,CS,827,185,OBC,"IIT Bombay CSE TA (From prev round), IIT KGP CSE TA (applied as GEN), IIT G CSE TA (applied as GEN), IIT Roorkee AI (applied as GEN)"
2024,Round 2,CS,819,210,GEN,IIT Guwahati CSE (TA)
2024,Round 2,CS,816,216,OBC,"IISC BANGALORE CSE, IIT BOMBAY CSE TA, IIT DELHI CSE, IIT MADRAS CSE"
